no,Condition,ConditionSession,Trial,color of s1,color of s2,color of s3,color of s4,color of s5,color of s6,color of s7,color of s8,color of tg1,color of tg2,color of tg3,color of tg4,color of tg5,color of tg6,color of tg7,color of tg8,location 1,location 2,location 3,location 4,location 5,location 6,location 7,location 8,"matching setting (1=yes, 0=no)","response key (1=R, 0=L)",Correct,Response Time,
2,2,21,36,2,2,3,4,5,6,6,7,2,5,3,4,5,6,6,7,15,1,19,17,10,5,14,6,0,0,1,0.758,
2,2,21,37,3,3,4,4,5,5,6,7,3,3,7,4,5,5,6,7,1,3,7,19,18,17,14,8,0,0,1,1.161,
2,2,21,38,1,2,4,4,5,5,7,7,1,2,3,4,5,5,7,7,6,8,3,5,4,13,14,17,0,1,0,0.728,
2,2,21,39,2,3,4,5,5,6,6,7,1,3,4,5,5,6,6,7,5,7,13,14,3,8,19,10,0,0,1,0.691,
2,2,21,40,1,1,2,3,4,6,7,7,1,1,2,3,4,6,7,7,4,9,19,10,6,7,5,8,1,1,1,0.471,
2,4,22,1,1,3,4,4,5,6,7,7,1,3,4,3,5,6,7,7,7,10,6,1,11,2,19,3,0,1,0,0.466,
2,4,22,2,1,2,2,3,5,6,7,7,1,1,2,3,5,6,7,7,19,14,4,2,18,3,11,9,0,1,0,0.415,
2,4,22,3,1,2,4,4,5,5,7,7,1,2,3,4,5,5,7,7,10,15,12,20,19,2,17,9,0,1,0,0.396,
2,4,22,4,1,2,3,5,5,6,6,7,1,4,3,5,5,6,6,7,10,19,9,7,3,1,15,18,0,1,0,0.559,
2,4,22,5,1,1,2,4,5,6,6,7,1,1,2,4,5,6,6,7,4,20,7,10,15,6,13,16,1,1,1,0.457,
2,4,22,6,1,1,2,2,3,4,7,7,1,1,2,2,3,4,7,7,19,18,8,1,4,12,15,16,1,1,1,0.395,
2,4,22,7,1,3,4,5,5,6,7,7,1,3,4,1,5,6,7,7,12,8,20,7,2,13,10,5,0,1,0,0.349,
2,4,22,8,1,2,3,4,5,5,6,6,1,2,3,4,5,5,6,6,5,15,13,3,4,6,9,20,1,1,1,0.449,
2,4,22,9,1,1,2,3,3,4,5,7,1,1,2,3,3,4,5,7,3,15,6,7,18,2,1,19,1,1,1,0.425,
2,4,22,10,1,2,3,3,4,6,6,7,1,2,3,3,5,6,6,7,13,10,14,2,1,7,18,11,0,1,0,0.364,
2,4,22,11,3,3,4,4,5,6,6,7,5,3,4,4,5,6,6,7,12,1,2,18,13,16,6,19,0,0,1,0.617,
2,4,22,12,1,1,2,3,3,4,5,6,1,1,2,3,3,4,5,6,4,5,10,16,19,7,8,6,1,0,0,0.645,
2,4,22,13,1,3,4,5,5,6,6,7,2,3,4,5,5,6,6,7,14,15,16,19,11,6,10,3,0,1,0,0.563,
2,4,22,14,1,2,2,3,4,5,5,6,1,2,2,3,4,5,5,6,12,10,17,13,18,9,7,11,1,0,0,0.773,
2,4,22,15,1,1,2,2,3,4,6,7,1,1,2,2,3,4,5,7,2,3,1,7,11,9,16,18,0,1,0,0.519,
2,4,22,16,2,2,3,4,5,6,6,7,2,5,3,4,5,6,6,7,7,12,13,6,2,4,8,5,0,0,1,0.699,
2,4,22,17,2,2,3,4,5,6,7,7,2,2,3,4,6,6,7,7,8,19,7,2,4,15,17,12,0,1,0,0.826,
2,4,22,18,1,1,2,4,4,5,6,7,1,1,2,4,4,5,6,7,17,8,10,4,19,20,12,13,1,1,1,0.474,
2,4,22,19,1,2,2,3,4,6,7,7,1,2,2,3,4,5,7,7,10,9,11,14,12,20,17,19,0,1,0,0.494,
2,4,22,20,1,1,2,2,3,4,5,7,1,1,2,2,3,4,5,7,10,14,2,9,4,20,1,8,1,1,1,0.525,
2,4,22,21,1,2,2,3,3,4,5,7,6,2,2,3,3,4,5,7,1,14,13,10,16,2,15,11,0,1,0,0.924,
2,4,22,22,1,1,3,4,5,6,7,7,1,1,3,4,5,6,7,7,7,3,15,9,8,17,5,6,1,1,1,0.536,
2,4,22,23,2,3,4,5,5,6,6,7,1,3,4,5,5,6,6,7,15,1,3,5,19,2,18,14,0,0,1,0.582,
2,4,22,24,1,1,2,2,4,5,6,7,1,1,2,2,4,5,6,7,3,10,4,12,7,17,1,11,1,1,1,1.053,
2,4,22,25,3,4,5,5,6,6,7,7,3,4,4,5,6,6,7,7,2,18,15,5,9,20,7,17,0,0,1,0.57,
2,4,22,26,1,2,3,4,4,5,7,7,1,2,3,4,4,6,7,7,13,17,3,15,6,16,9,8,0,0,1,1.094,
2,4,22,27,1,1,3,3,4,4,5,7,1,1,3,3,4,4,5,7,5,13,2,9,6,20,16,15,1,0,0,0.696,
2,4,22,28,2,3,4,4,5,5,6,6,7,3,4,4,5,5,6,6,8,15,16,10,19,11,18,2,0,0,1,0.538,
2,4,22,29,1,2,2,3,5,5,7,7,1,2,2,4,5,5,7,7,16,14,9,18,19,13,17,20,0,0,1,0.487,
2,4,22,30,2,3,3,4,4,5,6,7,1,3,3,4,4,5,6,7,4,6,20,13,19,14,18,3,0,0,1,1.57,
2,4,22,31,3,3,4,4,5,5,6,7,3,3,7,4,5,5,6,7,6,11,1,13,3,9,8,4,0,1,0,0.677,
2,4,22,32,1,2,2,3,4,4,6,6,1,2,2,3,4,4,6,6,1,12,19,9,15,16,4,3,1,1,1,0.823,
2,4,22,33,1,2,3,4,4,5,6,6,1,2,3,4,4,5,6,6,18,19,20,8,7,10,16,1,1,0,0,0.615,
2,4,22,34,1,2,3,4,5,5,6,6,1,2,3,4,5,5,6,6,2,7,13,19,9,15,6,17,1,1,1,1.147,
2,4,22,35,1,1,2,3,6,6,7,7,1,1,2,3,6,6,7,7,10,18,9,20,7,3,8,12,1,0,0,0.984,
2,4,22,36,1,2,2,3,4,5,5,6,1,2,2,3,4,5,5,6,5,4,15,1,9,18,19,12,1,1,1,0.615,
2,4,22,37,1,1,2,3,3,5,5,7,1,1,2,3,3,5,5,7,4,20,7,6,11,14,9,3,1,1,1,0.486,
2,4,22,38,1,1,2,3,4,6,7,7,1,1,2,3,4,6,7,7,10,3,8,17,5,15,6,1,1,1,1,0.546,
2,4,22,39,1,2,2,3,3,4,5,7,1,2,2,3,3,4,5,7,3,19,11,18,17,20,12,5,1,1,1,0.36,
2,4,22,40,1,1,2,3,4,6,6,7,1,1,2,3,4,6,6,7,4,2,10,16,13,14,11,1,1,1,1,0.373,
2,1,23,1,6,4,1,3,8,8,8,8,6,4,1,7,8,8,8,8,7,6,8,12,10,20,14,17,0,1,0,0.322,
2,1,23,2,4,3,2,7,8,8,8,8,4,3,2,7,8,8,8,8,11,18,20,16,3,10,1,4,1,1,1,0.346,
2,1,23,3,5,3,4,6,8,8,8,8,5,3,4,2,8,8,8,8,5,9,3,11,8,12,16,19,0,1,0,0.955,
2,1,23,4,5,6,7,2,8,8,8,8,5,6,7,4,8,8,8,8,11,7,1,2,14,12,19,9,0,1,0,0.661,
2,1,23,5,5,4,1,7,8,8,8,8,5,4,1,3,8,8,8,8,5,2,18,8,12,6,11,4,0,1,0,0.565,
2,1,23,6,7,4,6,1,8,8,8,8,7,4,6,5,8,8,8,8,8,17,5,12,10,20,4,2,0,1,0,1.211,
2,1,23,7,7,2,5,6,8,8,8,8,7,2,5,1,8,8,8,8,20,17,7,12,15,3,11,8,0,0,1,0.524,
2,1,23,8,4,7,2,1,8,8,8,8,4,7,2,3,8,8,8,8,16,20,14,2,5,12,18,1,0,0,1,0.703,
2,1,23,9,3,4,1,5,8,8,8,8,3,4,1,5,8,8,8,8,17,1,9,19,3,4,13,15,1,1,1,0.379,
2,1,23,10,2,5,3,1,8,8,8,8,2,5,3,1,8,8,8,8,1,6,7,2,12,18,19,9,1,1,1,0.638,
2,1,23,11,7,6,2,3,8,8,8,8,7,6,2,4,8,8,8,8,14,4,17,3,2,8,16,10,0,0,1,0.802,
2,1,23,12,1,2,7,4,8,8,8,8,1,2,7,4,8,8,8,8,12,8,3,18,5,10,13,20,1,0,0,0.481,
2,1,23,13,1,2,5,3,8,8,8,8,1,2,5,3,8,8,8,8,14,10,17,12,13,11,18,19,1,1,1,0.985,
2,1,23,14,6,7,4,5,8,8,8,8,6,7,4,2,8,8,8,8,1,17,6,13,5,12,19,3,0,0,1,0.725,
2,1,23,15,4,2,1,6,8,8,8,8,4,2,1,6,8,8,8,8,17,10,3,16,14,15,20,9,1,0,0,0.76,
2,1,23,16,2,4,5,6,8,8,8,8,2,4,5,6,8,8,8,8,16,13,20,12,6,9,1,19,1,1,1,0.555,
2,1,23,17,3,7,4,6,8,8,8,8,3,7,4,6,8,8,8,8,10,1,20,8,5,4,11,6,1,1,1,0.649,
2,1,23,18,1,7,6,5,8,8,8,8,1,7,6,5,8,8,8,8,15,13,10,17,3,6,16,11,1,1,1,0.815,
2,1,23,19,2,6,4,3,8,8,8,8,2,6,4,3,8,8,8,8,15,7,14,19,17,12,18,16,1,1,1,0.583,
2,1,23,20,4,6,3,5,8,8,8,8,4,6,3,5,8,8,8,8,8,7,12,11,20,13,1,16,1,1,1,0.322,
2,1,23,21,7,3,1,2,8,8,8,8,7,3,1,6,8,8,8,8,8,17,9,11,18,15,13,5,0,0,1,0.58,
2,1,23,22,4,5,7,2,8,8,8,8,4,5,7,1,8,8,8,8,11,15,3,2,19,14,18,1,0,1,0,0.441,
2,1,23,23,2,3,6,7,8,8,8,8,2,3,6,7,8,8,8,8,11,18,6,7,14,2,5,16,1,1,1,0.473,
2,1,23,24,6,1,2,7,8,8,8,8,6,1,2,5,8,8,8,8,15,11,7,18,17,10,9,4,0,1,0,0.467,
2,1,23,25,5,2,3,4,8,8,8,8,5,2,3,7,8,8,8,8,15,11,7,18,17,6,8,5,0,1,0,0.376,
2,1,23,26,7,1,4,5,8,8,8,8,7,1,4,6,8,8,8,8,15,4,12,7,6,5,16,18,0,1,0,0.686,
2,1,23,27,4,1,6,3,8,8,8,8,4,1,6,2,8,8,8,8,9,17,14,2,19,8,13,3,0,0,1,0.667,
2,1,23,28,5,7,6,1,8,8,8,8,5,7,6,3,8,8,8,8,12,14,5,4,7,10,20,3,0,0,1,0.626,
2,1,23,29,5,1,2,3,8,8,8,8,5,1,2,7,8,8,8,8,19,7,11,15,8,1,17,18,0,1,0,0.536,
2,1,23,30,2,1,7,5,8,8,8,8,2,1,7,5,8,8,8,8,15,18,19,16,7,11,6,5,1,0,0,0.526,
2,1,23,31,3,5,6,7,8,8,8,8,3,5,6,7,8,8,8,8,13,7,20,5,2,16,14,1,1,1,1,0.525,
2,1,23,32,1,5,2,6,8,8,8,8,1,5,2,6,8,8,8,8,5,7,6,17,4,3,19,14,1,0,0,0.635,
2,1,23,33,7,5,3,4,8,8,8,8,7,5,3,6,8,8,8,8,2,5,18,4,17,11,10,19,0,0,1,0.49,
2,1,23,34,3,2,7,1,8,8,8,8,3,2,7,1,8,8,8,8,9,8,16,18,19,11,10,6,1,1,1,0.843,
2,1,23,35,1,4,3,2,8,8,8,8,1,4,3,2,8,8,8,8,6,19,1,12,17,10,15,7,1,0,0,0.57,
2,1,23,36,3,6,2,4,8,8,8,8,3,6,2,4,8,8,8,8,13,17,16,1,19,8,3,6,1,0,0,0.458,
2,1,23,37,6,3,5,1,8,8,8,8,6,3,5,4,8,8,8,8,8,4,2,1,5,19,10,11,0,0,1,0.39,
2,1,23,38,1,5,6,7,8,8,8,8,1,5,6,7,8,8,8,8,19,7,8,20,6,3,17,15,1,0,0,0.434,
2,1,23,39,2,3,1,4,8,8,8,8,2,3,1,4,8,8,8,8,1,14,4,2,11,18,8,16,1,1,1,0.625,
2,1,23,40,6,5,3,4,8,8,8,8,6,5,3,1,8,8,8,8,14,4,13,17,10,7,11,15,0,0,1,0.543,
2,3,24,1,3,2,7,1,8,8,8,8,3,2,7,1,8,8,8,8,11,18,1,8,7,14,10,16,1,1,1,0.463,
2,3,24,2,3,7,4,6,8,8,8,8,3,7,4,6,8,8,8,8,11,15,3,12,13,9,18,6,1,1,1,0.534,
2,3,24,3,6,5,3,4,8,8,8,8,6,5,3,1,8,8,8,8,19,2,20,16,15,5,7,8,0,1,0,0.839,
2,3,24,4,7,2,5,6,8,8,8,8,7,2,5,1,8,8,8,8,20,3,14,2,10,1,4,9,0,0,1,0.71,
2,3,24,5,6,4,1,3,8,8,8,8,6,4,1,7,8,8,8,8,2,6,9,13,16,3,4,8,0,0,1,0.81,
2,3,24,6,4,3,2,7,8,8,8,8,4,3,2,7,8,8,8,8,2,4,16,12,11,10,7,5,1,1,1,0.623,
2,3,24,7,6,7,4,5,8,8,8,8,6,7,4,2,8,8,8,8,3,8,2,19,20,5,16,1,0,1,0,0.437,
2,3,24,8,2,6,4,3,8,8,8,8,2,6,4,3,8,8,8,8,12,1,2,15,6,14,4,3,1,1,1,0.692,
2,3,24,9,6,3,5,1,8,8,8,8,6,3,5,4,8,8,8,8,6,11,4,3,14,10,12,17,0,1,0,0.947,
2,3,24,10,1,2,7,4,8,8,8,8,1,2,7,4,8,8,8,8,2,1,14,3,15,9,10,13,1,1,1,0.608,
2,3,24,11,4,5,7,2,8,8,8,8,4,5,7,1,8,8,8,8,15,3,11,17,6,16,10,18,0,0,1,0.74,
2,3,24,12,5,7,6,1,8,8,8,8,5,7,6,3,8,8,8,8,8,2,4,5,3,12,13,10,0,0,1,0.892,
2,3,24,13,5,2,3,4,8,8,8,8,5,2,3,7,8,8,8,8,8,2,4,12,10,7,18,15,0,0,1,0.765,
2,3,24,14,3,5,6,7,8,8,8,8,3,5,6,7,8,8,8,8,18,10,7,3,15,5,2,1,1,0,0,0.481,
2,3,24,15,6,1,2,7,8,8,8,8,6,1,2,5,8,8,8,8,13,4,3,18,20,15,14,9,0,0,1,0.862,
2,3,24,16,4,2,1,6,8,8,8,8,4,2,1,6,8,8,8,8,5,15,9,4,17,14,12,19,1,1,1,0.788,
2,3,24,17,1,5,2,6,8,8,8,8,1,5,2,6,8,8,8,8,15,8,10,13,20,14,6,11,1,1,1,0.786,
2,3,24,18,4,6,3,5,8,8,8,8,4,6,3,5,8,8,8,8,8,2,16,14,7,17,15,19,1,1,1,1.006,
2,3,24,19,5,3,4,6,8,8,8,8,5,3,4,2,8,8,8,8,10,12,5,7,17,9,4,20,0,1,0,0.893,
2,3,24,20,1,7,6,5,8,8,8,8,1,7,6,5,8,8,8,8,17,5,6,19,1,18,8,7,1,1,1,0.478,
2,3,24,21,1,5,6,7,8,8,8,8,1,5,6,7,8,8,8,8,1,7,8,17,4,15,19,14,1,1,1,0.662,
2,3,24,22,1,2,5,3,8,8,8,8,1,2,5,3,8,8,8,8,16,3,13,6,11,9,4,19,1,1,1,0.539,
2,3,24,23,4,1,6,3,8,8,8,8,4,1,6,2,8,8,8,8,8,12,16,17,9,18,3,4,0,1,0,0.622,
2,3,24,24,4,7,2,1,8,8,8,8,4,7,2,3,8,8,8,8,19,16,8,4,13,12,7,6,0,0,1,0.711,
2,3,24,25,2,3,6,7,8,8,8,8,2,3,6,7,8,8,8,8,5,18,4,15,1,3,16,17,1,0,0,0.744,
2,3,24,26,7,4,6,1,8,8,8,8,7,4,6,5,8,8,8,8,19,15,14,1,8,20,5,4,0,1,0,0.843,
2,3,24,27,5,6,7,2,8,8,8,8,5,6,7,4,8,8,8,8,4,15,20,2,3,6,13,7,0,1,0,0.638,
2,3,24,28,7,5,3,4,8,8,8,8,7,5,3,6,8,8,8,8,18,19,15,4,14,16,10,9,0,1,0,0.512,
2,3,24,29,7,3,1,2,8,8,8,8,7,3,1,6,8,8,8,8,3,10,14,2,19,15,20,17,0,1,0,0.526,
2,3,24,30,7,1,4,5,8,8,8,8,7,1,4,6,8,8,8,8,9,2,6,18,1,14,11,4,0,0,1,1.066,
2,3,24,31,2,1,7,5,8,8,8,8,2,1,7,5,8,8,8,8,15,19,12,6,4,11,16,2,1,1,1,0.821,
2,3,24,32,5,1,2,3,8,8,8,8,5,1,2,7,8,8,8,8,6,16,14,7,13,1,15,12,0,0,1,0.648,
2,3,24,33,7,6,2,3,8,8,8,8,7,6,2,4,8,8,8,8,19,9,15,7,4,17,18,5,0,0,1,0.646,
2,3,24,34,3,4,1,5,8,8,8,8,3,4,1,5,8,8,8,8,1,19,13,17,9,8,14,12,1,1,1,0.702,
2,3,24,35,5,4,1,7,8,8,8,8,5,4,1,3,8,8,8,8,10,14,1,8,17,18,4,20,0,1,0,0.941,
2,3,24,36,3,6,2,4,8,8,8,8,3,6,2,4,8,8,8,8,13,16,5,11,6,3,8,12,1,1,1,0.421,
2,3,24,37,2,5,3,1,8,8,8,8,2,5,3,1,8,8,8,8,4,11,19,3,18,16,9,6,1,1,1,0.537,
2,3,24,38,2,3,1,4,8,8,8,8,2,3,1,4,8,8,8,8,9,3,11,12,6,13,18,15,1,1,1,0.639,
2,3,24,39,2,4,5,6,8,8,8,8,2,4,5,6,8,8,8,8,12,9,16,13,4,10,2,20,1,1,1,0.569,
2,3,24,40,1,4,3,2,8,8,8,8,1,4,3,2,8,8,8,8,12,14,3,20,1,16,15,13,1,0,0,1.036,
3,3,31,1,7,3,1,2,8,8,8,8,7,3,1,6,8,8,8,8,20,9,4,18,6,15,12,3,0,1,0,1.185,
3,3,31,2,2,4,5,6,8,8,8,8,2,4,5,6,8,8,8,8,1,16,12,6,14,10,4,18,1,1,1,0.666,
3,3,31,3,4,1,6,3,8,8,8,8,4,1,6,2,8,8,8,8,6,17,19,18,15,12,3,11,0,0,1,0.771,
3,3,31,4,6,1,2,7,8,8,8,8,6,1,2,5,8,8,8,8,8,10,20,2,6,15,9,3,0,0,1,0.867,
3,3,31,5,5,6,7,2,8,8,8,8,5,6,7,4,8,8,8,8,5,15,3,14,18,6,19,8,0,0,1,0.855,
3,3,31,6,5,3,4,6,8,8,8,8,5,3,4,2,8,8,8,8,19,18,4,10,17,11,20,9,0,0,1,0.755,
3,3,31,7,7,5,3,4,8,8,8,8,7,5,3,6,8,8,8,8,3,18,7,20,2,10,15,1,0,0,1,0.996,
3,3,31,8,4,7,2,1,8,8,8,8,4,7,2,3,8,8,8,8,16,3,6,17,13,18,14,4,0,1,0,0.751,
3,3,31,9,7,2,5,6,8,8,8,8,7,2,5,1,8,8,8,8,14,1,10,8,3,18,11,4,0,0,1,0.67,
3,3,31,10,7,6,2,3,8,8,8,8,7,6,2,4,8,8,8,8,7,6,20,10,15,11,5,3,0,0,1,0.955,
3,3,31,11,7,4,6,1,8,8,8,8,7,4,6,5,8,8,8,8,11,17,10,2,14,8,13,3,0,0,1,0.794,
3,3,31,12,3,6,2,4,8,8,8,8,3,6,2,4,8,8,8,8,1,8,4,3,13,11,7,12,1,1,1,1.052,
3,3,31,13,4,2,1,6,8,8,8,8,4,2,1,6,8,8,8,8,12,5,10,4,8,16,18,11,1,1,1,0.601,
3,3,31,14,1,5,6,7,8,8,8,8,1,5,6,7,8,8,8,8,1,14,13,5,11,6,4,15,1,1,1,0.59,
3,3,31,15,3,5,6,7,8,8,8,8,3,5,6,7,8,8,8,8,10,17,9,15,2,4,7,11,1,0,0,1.808,
3,3,31,16,4,5,7,2,8,8,8,8,4,5,7,1,8,8,8,8,20,14,11,13,16,7,18,8,0,1,0,1.123,
3,3,31,17,2,1,7,5,8,8,8,8,2,1,7,5,8,8,8,8,14,10,17,9,18,20,8,12,1,1,1,1.018,
3,3,31,18,6,7,4,5,8,8,8,8,6,7,4,2,8,8,8,8,2,6,8,15,13,12,16,20,0,0,1,2.132,
3,3,31,19,4,3,2,7,8,8,8,8,4,3,2,7,8,8,8,8,3,20,11,7,6,5,4,8,1,1,1,1.227,
3,3,31,20,5,4,1,7,8,8,8,8,5,4,1,3,8,8,8,8,19,8,15,16,6,9,11,13,0,0,1,1.08,
3,3,31,21,2,5,3,1,8,8,8,8,2,5,3,1,8,8,8,8,16,19,11,8,4,14,9,10,1,1,1,0.981,
3,3,31,22,1,4,3,2,8,8,8,8,1,4,3,2,8,8,8,8,13,3,4,6,7,20,9,19,1,1,1,0.961,
3,3,31,23,2,3,6,7,8,8,8,8,2,3,6,7,8,8,8,8,7,17,19,13,8,20,1,11,1,1,1,0.947,
3,3,31,24,5,2,3,4,8,8,8,8,5,2,3,7,8,8,8,8,20,18,8,9,5,14,2,16,0,0,1,0.831,
3,3,31,25,1,7,6,5,8,8,8,8,1,7,6,5,8,8,8,8,14,6,8,15,5,2,3,4,1,1,1,0.556,
3,3,31,26,1,2,7,4,8,8,8,8,1,2,7,4,8,8,8,8,8,20,12,19,7,17,3,15,1,1,1,0.722,
3,3,31,27,6,4,1,3,8,8,8,8,6,4,1,7,8,8,8,8,14,18,6,2,20,12,4,11,0,1,0,0.748,
3,3,31,28,7,1,4,5,8,8,8,8,7,1,4,6,8,8,8,8,1,16,2,11,17,14,18,19,0,1,0,0.514,
3,3,31,29,5,7,6,1,8,8,8,8,5,7,6,3,8,8,8,8,13,18,16,17,8,20,3,6,0,0,1,0.747,
3,3,31,30,3,2,7,1,8,8,8,8,3,2,7,1,8,8,8,8,2,7,15,13,12,3,20,9,1,1,1,0.739,
3,3,31,31,1,2,5,3,8,8,8,8,1,2,5,3,8,8,8,8,10,13,5,18,17,4,19,15,1,1,1,0.843,
3,3,31,32,1,5,2,6,8,8,8,8,1,5,2,6,8,8,8,8,7,11,1,15,19,18,3,6,1,1,1,0.715,
3,3,31,33,3,4,1,5,8,8,8,8,3,4,1,5,8,8,8,8,19,12,10,4,3,8,15,6,1,0,0,1.277,
3,3,31,34,2,6,4,3,8,8,8,8,2,6,4,3,8,8,8,8,15,18,17,12,10,5,3,14,1,1,1,1.344,
3,3,31,35,6,3,5,1,8,8,8,8,6,3,5,4,8,8,8,8,11,17,20,9,6,3,5,1,0,0,1,0.963,
3,3,31,36,6,5,3,4,8,8,8,8,6,5,3,1,8,8,8,8,20,1,18,11,6,10,9,16,0,0,1,1.237,
3,3,31,37,2,3,1,4,8,8,8,8,2,3,1,4,8,8,8,8,14,11,5,8,3,17,6,20,1,1,1,0.666,
3,3,31,38,5,1,2,3,8,8,8,8,5,1,2,7,8,8,8,8,12,20,17,4,6,19,10,13,0,0,1,1.002,
3,3,31,39,4,6,3,5,8,8,8,8,4,6,3,5,8,8,8,8,8,11,10,12,2,15,3,17,1,1,1,0.798,
3,3,31,40,3,7,4,6,8,8,8,8,3,7,4,6,8,8,8,8,11,14,18,7,6,8,17,4,1,1,1,0.528,
3,1,32,1,5,3,4,6,8,8,8,8,5,3,4,2,8,8,8,8,16,18,7,4,1,14,12,13,0,1,0,0.687,
3,1,32,2,1,5,6,7,8,8,8,8,1,5,6,7,8,8,8,8,17,7,10,4,9,14,20,2,1,1,1,0.492,
3,1,32,3,3,5,6,7,8,8,8,8,3,5,6,7,8,8,8,8,10,7,13,18,17,12,14,19,1,1,1,0.863,
3,1,32,4,2,6,4,3,8,8,8,8,2,6,4,3,8,8,8,8,15,19,2,14,18,4,11,12,1,1,1,0.551,
3,1,32,5,5,2,3,4,8,8,8,8,5,2,3,7,8,8,8,8,15,7,16,1,8,18,14,9,0,1,0,0.831,
3,1,32,6,2,3,6,7,8,8,8,8,2,3,6,7,8,8,8,8,9,20,12,3,1,14,6,4,1,1,1,0.731,
3,1,32,7,2,1,7,5,8,8,8,8,2,1,7,5,8,8,8,8,14,5,19,16,7,9,11,4,1,1,1,0.683,
3,1,32,8,6,5,3,4,8,8,8,8,6,5,3,1,8,8,8,8,18,20,1,19,16,14,6,3,0,0,1,0.642,
3,1,32,9,6,7,4,5,8,8,8,8,6,7,4,2,8,8,8,8,9,15,2,6,12,8,7,11,0,0,1,1.052,
3,1,32,10,1,2,7,4,8,8,8,8,1,2,7,4,8,8,8,8,8,7,11,2,15,20,3,5,1,1,1,0.825,
3,1,32,11,4,6,3,5,8,8,8,8,4,6,3,5,8,8,8,8,13,5,3,15,11,17,20,1,1,1,1,0.598,
3,1,32,12,4,3,2,7,8,8,8,8,4,3,2,7,8,8,8,8,13,4,12,11,5,16,2,7,1,1,1,0.708,
3,1,32,13,4,7,2,1,8,8,8,8,4,7,2,3,8,8,8,8,1,10,16,13,5,7,12,9,0,0,1,0.895,
3,1,32,14,7,5,3,4,8,8,8,8,7,5,3,6,8,8,8,8,9,19,8,10,3,6,16,12,0,0,1,0.965,
3,1,32,15,1,7,6,5,8,8,8,8,1,7,6,5,8,8,8,8,7,13,18,9,5,1,17,15,1,1,1,0.872,
3,1,32,16,7,3,1,2,8,8,8,8,7,3,1,6,8,8,8,8,17,19,11,7,18,1,20,3,0,1,0,0.598,
3,1,32,17,1,5,2,6,8,8,8,8,1,5,2,6,8,8,8,8,10,6,9,14,8,19,11,3,1,1,1,0.957,
3,1,32,18,3,4,1,5,8,8,8,8,3,4,1,5,8,8,8,8,9,13,6,15,1,14,2,17,1,1,1,0.836,
3,1,32,19,2,3,1,4,8,8,8,8,2,3,1,4,8,8,8,8,16,3,19,6,4,15,20,10,1,1,1,0.88,
3,1,32,20,2,5,3,1,8,8,8,8,2,5,3,1,8,8,8,8,8,6,9,3,20,10,7,18,1,1,1,0.678,
3,1,32,21,5,4,1,7,8,8,8,8,5,4,1,3,8,8,8,8,13,10,9,5,11,12,4,2,0,0,1,1.589,
3,1,32,22,7,2,5,6,8,8,8,8,7,2,5,1,8,8,8,8,15,4,16,1,2,11,7,19,0,0,1,0.683,
3,1,32,23,4,2,1,6,8,8,8,8,4,2,1,6,8,8,8,8,10,17,7,2,11,6,20,9,1,0,0,0.545,
3,1,32,24,6,4,1,3,8,8,8,8,6,4,1,7,8,8,8,8,2,7,20,19,16,10,4,12,0,0,1,0.874,
3,1,32,25,7,6,2,3,8,8,8,8,7,6,2,4,8,8,8,8,3,12,4,18,15,20,19,17,0,0,1,1.025,
3,1,32,26,7,4,6,1,8,8,8,8,7,4,6,5,8,8,8,8,1,2,17,4,15,16,11,7,0,1,0,1.271,
3,1,32,27,1,2,5,3,8,8,8,8,1,2,5,3,8,8,8,8,6,4,17,11,10,15,16,8,1,1,1,0.691,
3,1,32,28,7,1,4,5,8,8,8,8,7,1,4,6,8,8,8,8,17,10,5,7,9,18,11,19,0,1,0,0.883,
3,1,32,29,5,1,2,3,8,8,8,8,5,1,2,7,8,8,8,8,9,7,16,6,11,8,4,3,0,1,0,0.688,
3,1,32,30,6,1,2,7,8,8,8,8,6,1,2,5,8,8,8,8,18,1,15,12,3,11,5,6,0,1,0,1.305,
3,1,32,31,5,6,7,2,8,8,8,8,5,6,7,4,8,8,8,8,2,1,20,9,12,11,6,19,0,0,1,0.664,
3,1,32,32,3,6,2,4,8,8,8,8,3,6,2,4,8,8,8,8,20,4,13,14,16,1,6,18,1,0,0,1.789,
3,1,32,33,3,7,4,6,8,8,8,8,3,7,4,6,8,8,8,8,2,14,13,19,18,9,5,7,1,1,1,0.924,
3,1,32,34,1,4,3,2,8,8,8,8,1,4,3,2,8,8,8,8,20,16,8,6,2,3,13,1,1,1,1,0.75,
3,1,32,35,4,1,6,3,8,8,8,8,4,1,6,2,8,8,8,8,5,16,10,12,17,19,20,13,0,0,1,0.695,
3,1,32,36,3,2,7,1,8,8,8,8,3,2,7,1,8,8,8,8,20,12,1,6,8,4,3,16,1,1,1,0.709,
3,1,32,37,6,3,5,1,8,8,8,8,6,3,5,4,8,8,8,8,19,16,9,10,14,15,8,6,0,0,1,1.429,
3,1,32,38,4,5,7,2,8,8,8,8,4,5,7,1,8,8,8,8,17,20,11,5,12,13,7,18,0,0,1,0.675,
3,1,32,39,5,7,6,1,8,8,8,8,5,7,6,3,8,8,8,8,20,17,19,3,8,15,7,16,0,1,0,0.683,
3,1,32,40,2,4,5,6,8,8,8,8,2,4,5,6,8,8,8,8,1,18,16,7,11,8,14,17,1,1,1,0.946,
3,4,33,1,1,2,2,3,4,6,7,7,1,2,2,3,4,5,7,7,8,14,2,10,16,6,18,3,0,1,0,0.938,
