no,Condition,ConditionSession,Trial,color of s1,color of s2,color of s3,color of s4,color of s5,color of s6,color of s7,color of s8,color of tg1,color of tg2,color of tg3,color of tg4,color of tg5,color of tg6,color of tg7,color of tg8,location 1,location 2,location 3,location 4,location 5,location 6,location 7,location 8,"matching setting (1=yes, 0=no)","response key (1=R, 0=L)",Correct,Response Time,
13,1,11,16,3,4,1,5,8,8,8,8,3,4,1,5,8,8,8,8,5,15,11,1,13,3,14,4,1,1,1,0.538,
13,1,11,17,1,5,6,7,8,8,8,8,1,5,6,7,8,8,8,8,9,14,1,20,15,3,18,7,1,1,1,0.449,
13,1,11,18,4,1,6,3,8,8,8,8,4,1,6,2,8,8,8,8,10,15,9,13,3,5,20,6,0,0,1,0.508,
13,1,11,19,6,4,1,3,8,8,8,8,6,4,1,7,8,8,8,8,8,17,1,11,5,14,6,19,0,0,1,0.765,
13,1,11,20,7,2,5,6,8,8,8,8,7,2,5,1,8,8,8,8,10,2,16,5,14,7,9,6,0,0,1,0.554,
13,1,11,21,2,6,4,3,8,8,8,8,2,6,4,3,8,8,8,8,1,16,20,12,3,18,2,19,1,1,1,0.449,
13,1,11,22,5,2,3,4,8,8,8,8,5,2,3,7,8,8,8,8,10,12,4,20,5,2,1,17,0,0,1,0.481,
13,1,11,23,2,3,6,7,8,8,8,8,2,3,6,7,8,8,8,8,8,11,9,2,4,18,17,6,1,0,0,0.46,
13,1,11,24,7,5,3,4,8,8,8,8,7,5,3,6,8,8,8,8,13,9,12,20,18,11,4,1,0,0,1,0.638,
13,1,11,25,4,3,2,7,8,8,8,8,4,3,2,7,8,8,8,8,8,7,17,9,11,12,18,15,1,1,1,0.389,
13,1,11,26,2,4,5,6,8,8,8,8,2,4,5,6,8,8,8,8,8,14,11,7,5,2,18,10,1,1,1,0.477,
13,1,11,27,4,7,2,1,8,8,8,8,4,7,2,3,8,8,8,8,18,14,5,6,4,8,2,16,0,0,1,0.468,
13,1,11,28,1,2,7,4,8,8,8,8,1,2,7,4,8,8,8,8,20,13,14,15,4,3,1,19,1,1,1,0.47,
13,1,11,29,6,5,3,4,8,8,8,8,6,5,3,1,8,8,8,8,19,5,11,13,9,2,10,1,0,0,1,0.955,
13,1,11,30,7,6,2,3,8,8,8,8,7,6,2,4,8,8,8,8,8,2,18,6,11,1,3,9,0,0,1,0.547,
13,1,11,31,5,1,2,3,8,8,8,8,5,1,2,7,8,8,8,8,11,7,5,4,2,18,9,8,0,1,0,1.673,
13,1,11,32,4,2,1,6,8,8,8,8,4,2,1,6,8,8,8,8,8,6,18,14,5,16,9,2,1,1,1,0.51,
13,1,11,33,6,3,5,1,8,8,8,8,6,3,5,4,8,8,8,8,12,5,4,8,17,9,13,14,0,0,1,0.469,
13,1,11,34,7,1,4,5,8,8,8,8,7,1,4,6,8,8,8,8,1,8,2,5,9,13,18,16,0,0,1,0.785,
13,1,11,35,1,7,6,5,8,8,8,8,1,7,6,5,8,8,8,8,5,7,1,11,8,9,4,2,1,1,1,0.671,
13,1,11,36,3,5,6,7,8,8,8,8,3,5,6,7,8,8,8,8,19,5,17,4,18,20,10,3,1,1,1,0.65,
13,1,11,37,5,6,7,2,8,8,8,8,5,6,7,4,8,8,8,8,14,3,9,17,20,1,15,12,0,0,1,0.605,
13,1,11,38,7,3,1,2,8,8,8,8,7,3,1,6,8,8,8,8,6,16,7,18,4,8,15,10,0,0,1,0.566,
13,1,11,39,7,4,6,1,8,8,8,8,7,4,6,5,8,8,8,8,14,7,12,16,2,5,19,13,0,0,1,0.559,
13,1,11,40,4,5,7,2,8,8,8,8,4,5,7,1,8,8,8,8,11,1,13,5,7,19,14,16,0,0,1,0.458,
13,2,12,1,3,3,4,4,5,5,6,7,3,3,7,4,5,5,6,7,9,14,19,15,16,18,6,8,0,1,0,1.128,
13,2,12,2,2,3,4,4,5,5,6,6,7,3,4,4,5,5,6,6,16,13,4,18,11,17,12,15,0,0,1,0.811,
13,2,12,3,1,2,3,4,5,5,6,6,1,2,3,4,5,5,6,6,12,11,15,17,14,6,18,10,1,1,1,0.621,
13,2,12,4,1,1,2,2,3,4,7,7,1,1,2,2,3,4,7,7,16,3,2,19,6,1,10,17,1,1,1,0.626,
13,2,12,5,1,1,2,3,6,6,7,7,1,1,2,3,6,6,7,7,17,20,12,13,9,2,5,6,1,1,1,0.736,
13,2,12,6,1,1,2,3,3,4,5,6,1,1,2,3,3,4,5,6,13,10,20,19,7,5,3,8,1,1,1,0.472,
13,2,12,7,1,1,2,2,4,5,6,7,1,1,2,2,4,5,6,7,10,13,11,3,18,14,6,17,1,0,0,0.879,
13,2,12,8,1,3,4,5,5,6,6,7,2,3,4,5,5,6,6,7,18,10,6,3,4,14,16,19,0,0,1,0.481,
13,2,12,9,3,3,4,4,5,6,6,7,5,3,4,4,5,6,6,7,13,17,12,3,9,20,5,15,0,1,0,0.496,
13,2,12,10,1,1,2,3,3,5,5,7,1,1,2,3,3,5,5,7,14,6,19,20,16,17,4,7,1,1,1,0.398,
13,2,12,11,1,1,2,2,3,4,6,7,1,1,2,2,3,4,5,7,6,3,5,16,17,13,14,18,0,1,0,0.431,
13,2,12,12,1,2,3,3,4,6,6,7,1,2,3,3,5,6,6,7,6,14,4,20,10,7,13,18,0,1,0,0.496,
13,2,12,13,2,3,3,4,4,5,6,7,1,3,3,4,4,5,6,7,4,9,19,5,16,18,6,7,0,1,0,1.309,
13,2,12,14,3,4,5,5,6,6,7,7,3,4,4,5,6,6,7,7,11,19,9,17,12,6,16,3,0,0,1,1.27,
13,2,12,15,1,2,2,3,3,4,5,7,6,2,2,3,3,4,5,7,2,7,16,14,9,18,5,4,0,1,0,0.892,
13,2,12,16,1,2,2,3,4,5,5,6,1,2,2,3,4,5,5,6,17,8,3,5,7,11,14,9,1,1,1,0.645,
13,2,12,17,1,2,3,4,5,5,6,6,1,2,3,4,5,5,6,6,4,8,15,14,1,18,3,19,1,1,1,0.675,
13,2,12,18,1,1,2,3,4,6,7,7,1,1,2,3,4,6,7,7,12,4,6,19,14,11,18,16,1,1,1,0.545,
13,2,12,19,1,2,3,4,4,5,6,6,1,2,3,4,4,5,6,6,20,6,11,15,4,19,7,14,1,1,1,0.941,
13,2,12,20,2,2,3,4,5,6,7,7,2,2,3,4,6,6,7,7,15,11,17,6,10,12,1,13,0,1,0,0.602,
13,2,12,21,1,2,2,3,5,5,7,7,1,2,2,4,5,5,7,7,7,17,16,3,12,5,4,11,0,1,0,0.771,
13,2,12,22,1,2,3,5,5,6,6,7,1,4,3,5,5,6,6,7,19,13,9,8,20,4,10,12,0,0,1,0.559,
13,2,12,23,1,1,2,4,5,6,6,7,1,1,2,4,5,6,6,7,7,17,16,15,6,10,14,4,1,1,1,0.815,
13,2,12,24,1,1,3,4,5,6,7,7,1,1,3,4,5,6,7,7,6,3,10,5,9,19,11,18,1,1,1,0.624,
13,2,12,25,1,2,2,3,4,5,5,6,1,2,2,3,4,5,5,6,2,1,5,10,14,18,7,3,1,1,1,0.679,
13,2,12,26,1,2,4,4,5,5,7,7,1,2,3,4,5,5,7,7,14,3,5,2,8,16,7,17,0,1,0,0.554,
13,2,12,27,1,1,2,2,3,4,5,7,1,1,2,2,3,4,5,7,15,16,19,12,18,17,3,6,1,1,1,0.802,
13,2,12,28,1,1,2,4,4,5,6,7,1,1,2,4,4,5,6,7,6,16,18,11,13,7,9,8,1,1,1,0.585,
13,2,12,29,1,2,3,4,4,5,7,7,1,2,3,4,4,6,7,7,17,3,4,8,14,10,19,9,0,0,1,0.735,
13,2,12,30,1,3,4,4,5,6,7,7,1,3,4,3,5,6,7,7,7,8,6,15,9,17,4,20,0,0,1,1.24,
13,2,12,31,1,2,2,3,4,4,6,6,1,2,2,3,4,4,6,6,8,14,6,2,10,17,11,20,1,1,1,0.824,
13,2,12,32,1,2,2,3,3,4,5,7,1,2,2,3,3,4,5,7,13,8,9,7,1,10,18,20,1,1,1,0.846,
13,2,12,33,1,2,2,3,4,6,7,7,1,2,2,3,4,5,7,7,17,6,7,12,13,16,4,5,0,0,1,1.887,
13,2,12,34,1,3,4,5,5,6,7,7,1,3,4,1,5,6,7,7,13,20,2,1,17,11,9,8,0,0,1,0.695,
13,2,12,35,1,1,3,3,4,4,5,7,1,1,3,3,4,4,5,7,2,7,16,12,9,3,6,11,1,1,1,1.115,
13,2,12,36,1,1,2,3,4,6,6,7,1,1,2,3,4,6,6,7,5,1,12,17,3,9,8,14,1,1,1,0.607,
13,2,12,37,1,1,2,3,3,4,5,7,1,1,2,3,3,4,5,7,14,19,16,5,18,10,7,9,1,1,1,0.574,
13,2,12,38,2,2,3,4,5,6,6,7,2,5,3,4,5,6,6,7,19,3,5,14,15,16,2,8,0,1,0,0.961,
13,2,12,39,2,3,4,5,5,6,6,7,1,3,4,5,5,6,6,7,20,2,16,19,18,3,9,14,0,0,1,0.998,
13,2,12,40,1,2,2,3,5,6,7,7,1,1,2,3,5,6,7,7,15,2,20,3,1,13,16,17,0,0,1,1.205,
13,3,13,1,7,1,4,5,8,8,8,8,7,1,4,6,8,8,8,8,18,8,14,1,12,9,11,5,0,0,1,0.646,
13,3,13,2,1,2,7,4,8,8,8,8,1,2,7,4,8,8,8,8,14,7,15,6,19,10,1,4,1,1,1,0.799,
13,3,13,3,7,4,6,1,8,8,8,8,7,4,6,5,8,8,8,8,11,3,19,6,13,4,17,8,0,0,1,0.565,
13,3,13,4,3,2,7,1,8,8,8,8,3,2,7,1,8,8,8,8,19,6,18,10,12,15,3,2,1,1,1,0.699,
13,3,13,5,1,7,6,5,8,8,8,8,1,7,6,5,8,8,8,8,14,13,11,8,1,20,19,9,1,1,1,0.677,
13,3,13,6,5,6,7,2,8,8,8,8,5,6,7,4,8,8,8,8,20,15,5,10,13,8,16,3,0,0,1,0.361,
13,3,13,7,2,6,4,3,8,8,8,8,2,6,4,3,8,8,8,8,15,9,20,3,16,6,8,4,1,1,1,0.525,
13,3,13,8,1,5,6,7,8,8,8,8,1,5,6,7,8,8,8,8,19,9,5,1,16,15,17,4,1,1,1,0.454,
13,3,13,9,2,1,7,5,8,8,8,8,2,1,7,5,8,8,8,8,10,7,1,6,17,20,15,8,1,1,1,0.627,
13,3,13,10,2,5,3,1,8,8,8,8,2,5,3,1,8,8,8,8,18,4,19,3,16,12,14,9,1,1,1,0.445,
13,3,13,11,5,1,2,3,8,8,8,8,5,1,2,7,8,8,8,8,12,3,17,4,13,15,8,7,0,0,1,0.8,
13,3,13,12,2,3,1,4,8,8,8,8,2,3,1,4,8,8,8,8,4,2,5,17,13,15,7,19,1,1,1,0.474,
13,3,13,13,7,6,2,3,8,8,8,8,7,6,2,4,8,8,8,8,19,9,18,15,13,2,11,8,0,0,1,0.402,
13,3,13,14,5,3,4,6,8,8,8,8,5,3,4,2,8,8,8,8,17,12,10,18,1,7,2,11,0,1,0,1.055,
13,3,13,15,7,5,3,4,8,8,8,8,7,5,3,6,8,8,8,8,7,2,13,8,11,15,4,18,0,0,1,0.455,
13,3,13,16,6,7,4,5,8,8,8,8,6,7,4,2,8,8,8,8,6,20,16,17,19,8,13,9,0,0,1,0.454,
13,3,13,17,6,1,2,7,8,8,8,8,6,1,2,5,8,8,8,8,6,5,8,10,17,12,16,2,0,0,1,0.571,
13,3,13,18,1,5,2,6,8,8,8,8,1,5,2,6,8,8,8,8,18,13,11,8,1,6,3,19,1,0,0,0.866,
13,3,13,19,2,3,6,7,8,8,8,8,2,3,6,7,8,8,8,8,1,17,20,8,3,14,18,16,1,1,1,0.534,
13,3,13,20,5,2,3,4,8,8,8,8,5,2,3,7,8,8,8,8,1,10,2,13,7,9,12,19,0,0,1,0.456,
13,3,13,21,3,5,6,7,8,8,8,8,3,5,6,7,8,8,8,8,14,19,13,2,4,20,8,18,1,1,1,0.346,
13,3,13,22,4,1,6,3,8,8,8,8,4,1,6,2,8,8,8,8,15,1,7,16,17,13,19,3,0,0,1,0.461,
13,3,13,23,3,4,1,5,8,8,8,8,3,4,1,5,8,8,8,8,15,16,8,12,5,14,17,6,1,1,1,0.587,
13,3,13,24,3,7,4,6,8,8,8,8,3,7,4,6,8,8,8,8,5,19,7,1,18,3,8,10,1,1,1,0.568,
13,3,13,25,6,4,1,3,8,8,8,8,6,4,1,7,8,8,8,8,13,19,6,5,15,14,18,9,0,1,0,0.821,
13,3,13,26,6,5,3,4,8,8,8,8,6,5,3,1,8,8,8,8,14,19,6,16,9,18,11,8,0,0,1,0.477,
13,3,13,27,5,7,6,1,8,8,8,8,5,7,6,3,8,8,8,8,12,1,10,19,3,9,8,11,0,0,1,0.434,
13,3,13,28,4,5,7,2,8,8,8,8,4,5,7,1,8,8,8,8,9,17,1,4,10,13,2,5,0,0,1,0.485,
13,3,13,29,5,4,1,7,8,8,8,8,5,4,1,3,8,8,8,8,14,1,6,11,12,13,15,2,0,0,1,0.632,
13,3,13,30,4,2,1,6,8,8,8,8,4,2,1,6,8,8,8,8,2,14,18,17,4,16,13,8,1,0,0,0.843,
13,3,13,31,4,7,2,1,8,8,8,8,4,7,2,3,8,8,8,8,12,13,16,3,7,2,5,11,0,0,1,0.573,
13,3,13,32,2,4,5,6,8,8,8,8,2,4,5,6,8,8,8,8,15,1,9,12,17,11,8,16,1,1,1,0.465,
13,3,13,33,6,3,5,1,8,8,8,8,6,3,5,4,8,8,8,8,15,14,11,9,19,3,6,8,0,0,1,0.463,
13,3,13,34,4,3,2,7,8,8,8,8,4,3,2,7,8,8,8,8,13,8,9,19,17,16,18,1,1,1,1,0.595,
13,3,13,35,1,2,5,3,8,8,8,8,1,2,5,3,8,8,8,8,19,5,6,16,7,9,2,4,1,1,1,0.533,
13,3,13,36,1,4,3,2,8,8,8,8,1,4,3,2,8,8,8,8,1,9,5,4,2,7,8,6,1,1,1,0.532,
13,3,13,37,4,6,3,5,8,8,8,8,4,6,3,5,8,8,8,8,10,7,16,12,14,15,13,5,1,1,1,0.451,
13,3,13,38,3,6,2,4,8,8,8,8,3,6,2,4,8,8,8,8,16,20,2,14,8,6,10,19,1,1,1,0.623,
13,3,13,39,7,2,5,6,8,8,8,8,7,2,5,1,8,8,8,8,10,2,4,5,15,16,13,19,0,0,1,0.392,
13,3,13,40,7,3,1,2,8,8,8,8,7,3,1,6,8,8,8,8,6,2,18,10,14,15,16,11,0,0,1,0.715,
13,4,14,1,1,1,3,3,4,4,5,7,1,1,3,3,4,4,5,7,3,2,19,12,20,14,11,18,1,1,1,0.626,
13,4,14,2,1,1,2,2,3,4,7,7,1,1,2,2,3,4,7,7,7,6,11,16,4,2,10,17,1,1,1,1.043,
13,4,14,3,1,1,2,3,3,5,5,7,1,1,2,3,3,5,5,7,3,10,18,7,13,15,5,20,1,1,1,0.842,
13,4,14,4,1,1,3,4,5,6,7,7,1,1,3,4,5,6,7,7,9,8,14,10,18,11,3,1,1,1,1,0.716,
13,4,14,5,1,1,2,3,3,4,5,6,1,1,2,3,3,4,5,6,12,11,10,6,19,1,13,5,1,1,1,0.67,
13,4,14,6,1,1,2,3,4,6,6,7,1,1,2,3,4,6,6,7,15,20,5,12,8,10,3,9,1,1,1,0.523,
13,4,14,7,1,2,2,3,3,4,5,7,6,2,2,3,3,4,5,7,2,18,20,14,7,1,11,17,0,1,0,0.763,
13,4,14,8,2,2,3,4,5,6,6,7,2,5,3,4,5,6,6,7,11,10,14,13,8,6,17,12,0,0,1,0.512,
13,4,14,9,1,2,3,4,4,5,7,7,1,2,3,4,4,6,7,7,9,13,5,18,6,12,17,10,0,0,1,0.87,
13,4,14,10,2,3,4,4,5,5,6,6,7,3,4,4,5,5,6,6,17,3,5,8,6,10,20,2,0,0,1,1.169,
13,4,14,11,1,2,2,3,3,4,5,7,1,2,2,3,3,4,5,7,14,20,12,13,15,18,4,10,1,1,1,0.707,
13,4,14,12,1,1,2,4,4,5,6,7,1,1,2,4,4,5,6,7,8,11,3,13,4,1,12,16,1,1,1,0.943,
13,4,14,13,2,3,4,5,5,6,6,7,1,3,4,5,5,6,6,7,7,8,17,15,2,13,18,14,0,0,1,1.299,
13,4,14,14,3,4,5,5,6,6,7,7,3,4,4,5,6,6,7,7,8,16,13,3,12,6,18,19,0,0,1,1.386,
13,4,14,15,1,2,3,3,4,6,6,7,1,2,3,3,5,6,6,7,11,7,4,12,16,13,14,15,0,1,0,0.977,
13,4,14,16,1,1,2,3,4,6,7,7,1,1,2,3,4,6,7,7,9,16,19,5,7,20,15,14,1,1,1,0.755,
13,4,14,17,1,1,2,3,6,6,7,7,1,1,2,3,6,6,7,7,15,2,18,13,12,20,17,8,1,1,1,0.463,
13,4,14,18,1,2,3,4,5,5,6,6,1,2,3,4,5,5,6,6,1,9,15,11,2,6,13,14,1,1,1,0.5,
13,4,14,19,1,1,2,2,4,5,6,7,1,1,2,2,4,5,6,7,5,13,4,20,6,19,2,1,1,1,1,0.38,
13,4,14,20,1,3,4,4,5,6,7,7,1,3,4,3,5,6,7,7,16,12,9,10,11,3,4,6,0,0,1,0.6,
13,4,14,21,1,1,2,3,3,4,5,7,1,1,2,3,3,4,5,7,10,18,8,11,9,6,19,2,1,1,1,0.509,
13,4,14,22,3,3,4,4,5,6,6,7,5,3,4,4,5,6,6,7,6,15,11,8,3,13,20,12,0,0,1,0.816,
13,4,14,23,1,2,3,4,4,5,6,6,1,2,3,4,4,5,6,6,20,5,18,6,16,9,19,14,1,1,1,0.611,
13,4,14,24,1,2,2,3,5,6,7,7,1,1,2,3,5,6,7,7,14,17,3,6,16,9,18,13,0,0,1,1.044,
13,4,14,25,1,3,4,5,5,6,7,7,1,3,4,1,5,6,7,7,18,11,1,5,16,10,20,9,0,1,0,1.042,
13,4,14,26,1,2,2,3,4,4,6,6,1,2,2,3,4,4,6,6,8,7,2,12,17,16,5,20,1,1,1,0.463,
13,4,14,27,1,2,2,3,4,6,7,7,1,2,2,3,4,5,7,7,17,8,1,19,15,20,6,13,0,0,1,1.561,
13,4,14,28,2,3,3,4,4,5,6,7,1,3,3,4,4,5,6,7,5,6,2,19,15,20,17,3,0,0,1,0.666,
13,4,14,29,1,2,2,3,5,5,7,7,1,2,2,4,5,5,7,7,13,1,9,8,12,11,16,10,0,1,0,1.005,
13,4,14,30,1,1,2,4,5,6,6,7,1,1,2,4,5,6,6,7,4,18,13,2,17,7,11,20,1,1,1,0.56,
13,4,14,31,1,2,2,3,4,5,5,6,1,2,2,3,4,5,5,6,14,19,9,18,16,8,6,20,1,1,1,0.517,
13,4,14,32,2,2,3,4,5,6,7,7,2,2,3,4,6,6,7,7,17,3,19,2,6,10,13,9,0,1,0,0.665,
13,4,14,33,1,1,2,2,3,4,6,7,1,1,2,2,3,4,5,7,13,20,4,2,3,7,14,19,0,0,1,1.083,
13,4,14,34,1,2,3,4,5,5,6,6,1,2,3,4,5,5,6,6,6,11,3,8,1,16,4,15,1,1,1,0.587,
13,4,14,35,1,1,2,2,3,4,5,7,1,1,2,2,3,4,5,7,4,15,18,8,6,3,7,20,1,1,1,0.802,
13,4,14,36,1,2,3,5,5,6,6,7,1,4,3,5,5,6,6,7,4,18,19,1,17,12,6,9,0,0,1,0.576,
13,4,14,37,3,3,4,4,5,5,6,7,3,3,7,4,5,5,6,7,6,4,11,3,8,15,19,10,0,0,1,0.815,
13,4,14,38,1,3,4,5,5,6,6,7,2,3,4,5,5,6,6,7,19,14,4,11,15,10,9,20,0,0,1,1.265,
13,4,14,39,1,2,2,3,4,5,5,6,1,2,2,3,4,5,5,6,7,17,9,2,15,3,12,19,1,1,1,0.818,
13,4,14,40,1,2,4,4,5,5,7,7,1,2,3,4,5,5,7,7,8,12,20,3,17,14,5,11,0,1,0,0.855,
14,2,21,1,2,3,4,4,5,5,6,6,7,3,4,4,5,5,6,6,13,8,3,7,17,12,6,10,0,1,0,0.582,
14,2,21,2,1,1,2,4,5,6,6,7,1,1,2,4,5,6,6,7,12,14,6,4,2,7,20,5,1,1,1,0.574,
14,2,21,3,1,1,2,2,3,4,6,7,1,1,2,2,3,4,5,7,16,2,14,9,11,20,15,13,0,1,0,0.845,
14,2,21,4,1,1,2,3,6,6,7,7,1,1,2,3,6,6,7,7,16,19,1,18,11,4,2,14,1,1,1,0.792,
14,2,21,5,1,2,2,3,3,4,5,7,6,2,2,3,3,4,5,7,13,3,12,18,7,16,1,19,0,0,1,0.728,
14,2,21,6,1,1,2,2,3,4,5,7,1,1,2,2,3,4,5,7,9,18,13,4,10,17,1,16,1,1,1,0.665,
14,2,21,7,2,3,4,5,5,6,6,7,1,3,4,5,5,6,6,7,16,4,13,1,6,7,3,14,0,1,0,0.679,
14,2,21,8,1,2,2,3,5,5,7,7,1,2,2,4,5,5,7,7,18,3,19,14,5,15,9,4,0,0,1,1.092,
14,2,21,9,1,2,3,4,4,5,6,6,1,2,3,4,4,5,6,6,4,13,18,3,17,12,9,20,1,1,1,0.707,
14,2,21,10,3,3,4,4,5,5,6,7,3,3,7,4,5,5,6,7,3,16,5,15,19,9,20,1,0,0,1,0.687,
14,2,21,11,1,1,2,3,4,6,6,7,1,1,2,3,4,6,6,7,3,6,4,19,14,15,2,1,1,1,1,0.667,
14,2,21,12,1,2,2,3,4,5,5,6,1,2,2,3,4,5,5,6,18,16,11,9,10,8,1,17,1,1,1,0.568,
14,2,21,13,1,3,4,5,5,6,6,7,2,3,4,5,5,6,6,7,16,9,5,2,12,18,14,10,0,0,1,0.711,
14,2,21,14,1,1,3,3,4,4,5,7,1,1,3,3,4,4,5,7,13,18,19,14,15,8,7,4,1,0,0,1.373,
14,2,21,15,1,2,2,3,4,6,7,7,1,2,2,3,4,5,7,7,15,6,3,1,7,16,19,10,0,1,0,0.856,
14,2,21,16,1,1,2,4,4,5,6,7,1,1,2,4,4,5,6,7,12,17,9,20,13,14,4,16,1,1,1,0.845,
14,2,21,17,2,2,3,4,5,6,6,7,2,5,3,4,5,6,6,7,4,5,11,6,1,10,14,2,0,1,0,1.363,
14,2,21,18,1,2,3,4,4,5,7,7,1,2,3,4,4,6,7,7,7,10,14,17,9,4,1,11,0,1,0,0.735,
14,2,21,19,1,2,3,5,5,6,6,7,1,4,3,5,5,6,6,7,1,18,17,7,12,13,11,19,0,1,0,0.644,
14,2,21,20,1,1,3,4,5,6,7,7,1,1,3,4,5,6,7,7,16,1,12,11,10,9,3,20,1,1,1,1.109,
14,2,21,21,1,3,4,5,5,6,7,7,1,3,4,1,5,6,7,7,16,7,15,11,4,17,10,6,0,0,1,0.534,
14,2,21,22,2,2,3,4,5,6,7,7,2,2,3,4,6,6,7,7,10,3,12,1,11,15,8,9,0,0,1,0.816,
14,2,21,23,1,2,2,3,3,4,5,7,1,2,2,3,3,4,5,7,17,11,5,16,14,19,1,3,1,1,1,0.553,
14,2,21,24,1,2,3,4,5,5,6,6,1,2,3,4,5,5,6,6,10,18,4,16,2,3,6,7,1,1,1,0.656,
14,2,21,25,1,3,4,4,5,6,7,7,1,3,4,3,5,6,7,7,2,20,1,3,15,17,9,5,0,0,1,1.323,
14,2,21,26,1,1,2,3,3,4,5,7,1,1,2,3,3,4,5,7,19,4,9,6,3,10,1,8,1,1,1,0.418,
14,2,21,27,1,2,2,3,5,6,7,7,1,1,2,3,5,6,7,7,20,5,11,13,6,2,3,1,0,0,1,0.694,
14,2,21,28,1,2,4,4,5,5,7,7,1,2,3,4,5,5,7,7,11,13,20,8,3,5,18,14,0,1,0,0.789,
14,2,21,29,1,1,2,3,3,5,5,7,1,1,2,3,3,5,5,7,2,12,20,15,8,10,13,4,1,1,1,0.523,
14,2,21,30,1,1,2,2,3,4,7,7,1,1,2,2,3,4,7,7,19,7,14,8,10,15,6,5,1,1,1,0.528,
14,2,21,31,1,1,2,3,4,6,7,7,1,1,2,3,4,6,7,7,10,5,9,13,15,18,1,12,1,1,1,0.723,
14,2,21,32,3,4,5,5,6,6,7,7,3,4,4,5,6,6,7,7,9,1,19,8,16,18,11,15,0,0,1,0.941,
14,2,21,33,1,2,3,4,5,5,6,6,1,2,3,4,5,5,6,6,3,14,12,6,8,1,13,20,1,1,1,0.583,
14,2,21,34,1,2,2,3,4,4,6,6,1,2,2,3,4,4,6,6,20,5,1,2,11,4,15,18,1,1,1,0.636,
14,2,21,35,1,2,3,3,4,6,6,7,1,2,3,3,5,6,6,7,15,5,8,20,17,4,9,7,0,1,0,0.986,
14,2,21,36,1,1,2,3,3,4,5,6,1,1,2,3,3,4,5,6,16,14,12,7,6,10,19,9,1,1,1,0.784,
14,2,21,37,2,3,3,4,4,5,6,7,1,3,3,4,4,5,6,7,14,5,19,12,15,2,9,7,0,0,1,0.556,
14,2,21,38,1,1,2,2,4,5,6,7,1,1,2,2,4,5,6,7,10,18,19,1,4,11,7,14,1,1,1,0.624,
14,2,21,39,3,3,4,4,5,6,6,7,5,3,4,4,5,6,6,7,5,11,18,9,15,10,19,6,0,0,1,0.83,
14,2,21,40,1,2,2,3,4,5,5,6,1,2,2,3,4,5,5,6,14,10,9,3,20,15,18,8,1,1,1,0.796,
14,4,22,1,1,1,2,4,5,6,6,7,1,1,2,4,5,6,6,7,14,7,10,13,11,15,9,3,1,1,1,0.517,
14,4,22,2,1,1,2,3,4,6,7,7,1,1,2,3,4,6,7,7,4,7,16,15,10,20,19,18,1,1,1,0.708,
14,4,22,3,1,2,2,3,4,4,6,6,1,2,2,3,4,4,6,6,4,3,8,11,9,12,7,10,1,1,1,0.685,
14,4,22,4,1,1,2,2,4,5,6,7,1,1,2,2,4,5,6,7,8,17,20,14,13,9,6,16,1,1,1,1.061,
14,4,22,5,1,2,3,5,5,6,6,7,1,4,3,5,5,6,6,7,17,18,7,5,12,11,20,13,0,1,0,0.824,
14,4,22,6,1,2,4,4,5,5,7,7,1,2,3,4,5,5,7,7,12,8,3,9,19,1,4,17,0,0,1,0.944,
14,4,22,7,1,3,4,4,5,6,7,7,1,3,4,3,5,6,7,7,15,3,19,7,17,1,13,8,0,1,0,0.713,
14,4,22,8,1,2,2,3,4,5,5,6,1,2,2,3,4,5,5,6,18,16,20,15,13,19,11,17,1,1,1,0.88,
14,4,22,9,1,2,3,3,4,6,6,7,1,2,3,3,5,6,6,7,18,12,10,3,9,20,6,14,0,1,0,0.49,
14,4,22,10,3,4,5,5,6,6,7,7,3,4,4,5,6,6,7,7,18,8,20,14,11,16,1,6,0,0,1,0.609,
14,4,22,11,1,2,2,3,5,6,7,7,1,1,2,3,5,6,7,7,18,4,16,12,6,8,3,10,0,0,1,1.099,
14,4,22,12,1,1,3,3,4,4,5,7,1,1,3,3,4,4,5,7,17,6,7,13,9,12,2,18,1,1,1,0.494,
14,4,22,13,2,3,4,4,5,5,6,6,7,3,4,4,5,5,6,6,7,8,5,13,14,15,11,4,0,1,0,0.544,
14,4,22,14,1,1,3,4,5,6,7,7,1,1,3,4,5,6,7,7,18,13,17,11,6,4,15,19,1,1,1,0.447,
14,4,22,15,1,3,4,5,5,6,7,7,1,3,4,1,5,6,7,7,8,9,6,2,17,5,10,1,0,0,1,1.31,
14,4,22,16,1,2,2,3,5,5,7,7,1,2,2,4,5,5,7,7,2,15,3,9,7,13,19,20,0,1,0,0.633,
14,4,22,17,3,3,4,4,5,5,6,7,3,3,7,4,5,5,6,7,2,7,16,8,4,9,5,1,0,1,0,0.727,
14,4,22,18,1,2,3,4,5,5,6,6,1,2,3,4,5,5,6,6,3,4,18,19,13,11,5,2,1,1,1,0.392,
14,4,22,19,1,1,2,3,6,6,7,7,1,1,2,3,6,6,7,7,11,3,14,10,15,4,20,9,1,1,1,0.465,
14,4,22,20,1,2,2,3,3,4,5,7,1,2,2,3,3,4,5,7,6,4,12,13,9,7,14,2,1,1,1,0.521,
14,4,22,21,2,3,4,5,5,6,6,7,1,3,4,5,5,6,6,7,1,16,9,3,18,2,4,7,0,1,0,0.849,
